Time Flow "End time"
1554833849 10.199999809265137 1554835649
1555186988 10.199999809265137 1555188788
1555689929 10.199999809265137 1555691729
1556976001 10.199999809265137 1556977801
1557174586 10.199999809265137 1557176386
1558256343 10.199999809265137 1558258143
1558372219 10.199999809265137 1558374019
1558771163 10.199999809265137 1558772963
1559396055 10.199999809265137 1559397855
1559639539 10.199999809265137 1559641339
1559863693 10.199999809265137 1559865493
1560231367 10.199999809265137 1560233167
1560468988 10.199999809265137 1560470788
1560806035 10.199999809265137 1560807835
1561220951 10.199999809265137 1561222751
1561550326 10.199999809265137 1561552126
1562138553 10.199999809265137 1562140353
1562497465 10.199999809265137 1562499265
1562605947 10.199999809265137 1562607747
1563104611 10.199999809265137 1563106411
1563344025 10.199999809265137 1563345825
1563825816 10.199999809265137 1563827616
1564034914 10.199999809265137 1564036714
1564468609 10.199999809265137 1564470409
1564602763 10.199999809265137 1564604563
1565030740 10.199999809265137 1565032540
1565047447 10.199999809265137 1565049247
1565376729 10.199999809265137 1565378529
1565714869 10.199999809265137 1565716669
1565800749 10.199999809265137 1565802549
1566156683 10.199999809265137 1566158483
1566804251 10.199999809265137 1566806051
1567168575 10.199999809265137 1567170375
1567457421 10.199999809265137 1567459221
1568398272 10.199999809265137 1568400072
1568813263 10.199999809265137 1568815063
1569872806 10.199999809265137 1569874606
1570392572 10.199999809265137 1570394372
1570831918 10.199999809265137 1570833718
1570920730 10.199999809265137 1570922530
1570997257 10.199999809265137 1570999057
1570997889 10.199999809265137 1570999689
1571490882 10.199999809265137 1571492682
1571562049 10.199999809265137 1571563849
1594905757 10.199999809265137 1594907557
1595488227 10.199999809265137 1595490027
1595785353 10.199999809265137 1595787153
1596261260 10.199999809265137 1596263060
1600786470 10.199999809265137 1600788270
1601115887 10.199999809265137 1601117687
1601293536 10.199999809265137 1601295336
1602790011 10.199999809265137 1602791811
